Tweet,Message/tweets,match,polarity
1559,RT The 2020 Halifax St Patricks Day Parade has been cancelled,,Neutral
1560,RT BREAKING The QMJHL Along with the WHL and OHL has suspended its season due to the Coronavirus outbreak halifax QMJHL,outbreak,Negative
1561,RT The University is 100 protected from COVID19 thanks to Duo TwoFactor Authorization,,Neutral
1562,RT I literally saw expensive cars like Vellfire Mercedes BMW etc in UITM I was so shocked and my parents were like t,expensive,Negative
1563,RT lol how fitting that chicago public schools refuse to close when literally all the city university are closing and,refuse,Negative
1564,RT BREAKING The QMJHL Along with the WHL and OHL has suspended its season due to the Coronavirus outbreak halifax QMJHL,outbreak,Negative
1565,RT A new COVID19 assessment centre opened today in Halifax Those who have travelled out of country and who develop a fever of 38C or higher andor cough should call 811 Do not go to an assessment centre without being referred by 811,fever,Negative
1566,DarrenDreger Why havent the womens and mens CIS hockey championships being held in Halifax and Charlottetown allowed to be played,,Neutral
1567,The 2020 Halifax St Patricks Day Parade has been cancelled,,Neutral
1568,Thank you TerryFlynn for being in Halifax today to share your expertise on the impact neuroscience and behaviour can have on effective communicationscomms pr cprsproudCPRSNational,effective,Positive
1569,Were hiring Read about our latest job opening here Licensed Practical Nurse LPN Pediatric Overnight Respite RFT 10 Halifax NS LPN,,Neutral
1570,RT Halifaxs mylesdavid had just wrapped up soundcheck for a soldout concert in Dieppe tonight when the venue manager told him the show was cancelled over COVID19 fears New Brunswicks first case was confirmed earlier today prompting warnings against gatherings of over 150,fears,Negative
1571,RT Our next 2020 sponsor shoutout is HHBridges Please support our sponsors HHB operates and maintains the Macdonald and MacKay bridges that span the Halifax harbour The Macdonald Bridge is the location of MACPASS Miles the annual onemile race across the bridge,support,Positive
1572,RT You have the keys to my Viper for one day what are you doing with it Halifax Nova Scotia,,Neutral
1573,Halifax Canada My new Zazzle store My adorable novel Greenland Tower xoxo Barnes and Noble Kobo Amazon Kindle art castles via pinterest,adorable,Positive
1574,RT Heres how the account will work from 1 June 2020,work,Positive
1575,X50HAK Lmfao excuse me guardian of Halifax Ive been a resident longer than you it belongs to me more bye Im bringing my virus with me thx make way,excuse,Negative
1576,RT How a council vote put more unregistered Halifax heritage at risk,risk,Negative
1577,We need that Sask Halifax OT game on repeat,,Neutral
1578,Tesco in Halifax Loo roll aisle,,Neutral
1579,RT Coronavirus By The Numbers as reported by John Hopkins UniversityWhen you really look at the numbers you have to,,Neutral
1580,RT Im assuming word will be coming soon from HockeyEdmonton1 and HockeyAlberta,,Neutral
1581,RT Pretty much every public official says to practice social distancing and avoid populated events but Justin Trudeau,,Neutral
1582,RT Dr Michael Good CEO of University of Utah Health explains the difference between seasonal flu and coronavirus and,,Neutral
1583,Halifax Im sure your peeps would put your videos up on a YouTube for free just out of love,free,Positive
1584,WIN NECA chapter celebrated IWD2020 with our NTT DATA Canada team members in Halifax Nova Scotia with lunch lively discussion and speakers Chandra Pottle Nova Scotia Business Inc and Wylie Digdon NTT DATAs Client Delivery Executive,celebrated,Positive
1585,Halifaxs mylesdavid had just wrapped up soundcheck for a soldout concert in Dieppe tonight when the venue manager told him the show was cancelled over COVID19 fears New Brunswicks first case was confirmed earlier today prompting warnings against gatherings of over 150,fears,Negative
1586,RT You have the keys to my Viper for one day what are you doing with it Halifax Nova Scotia,,Neutral
1587,RT BREAKING Halifaxs Mayors Office is closed and all staff are in voluntary isolation after it became aware of a possible link to someone who is seeking testing for COVID19 MikeSavageHFX COVID19 CoronaOutbreak,isolation,Negative
1588,March 19th Weve got The Carletons Campfire Singers Songwriters Circle 8pm and 8 at the door halifaxmusic halifax livemusichalifax,,Neutral
1589,RT Halifax England 1965John Bulmer,,Neutral
1590,Hundreds of school children from HalifaxAcademy carried out angry protests today over the suspension of a muchloved PE teacher Mr Yasar Mohammed JusticeForYasar Halifax Protest,angry,Negative
1591,RT Halifaxs Mayors Office is closed and all staff are in voluntary isolation after they became aware of a possible link to someone who is seeking testing for COVID19,isolation,Negative
1592,louisethebaker Last Tango in Halifax amp Happy Valley,,Neutral
1593,JulieGlaser3 The Sobeys off of Larry Uteck Blvd here in Halifax I stopped by to pick up some paper towel but had no idea that its seemingly in the same harstofind category as toilet paper,,Neutral
1594,The shit is getting real in Halifax TP isle at Quinpool SuperStore,shit,Negative
1595,nspoli andyfillmoreHFX Andy we have a major threat heading our way via Cruise Ships Prevent the possibility of passengers from abroad bringing COVID 19 to Halifax CANCEL all Cruise Ship visits indefinitely and protect our people We have a large Snr Population Protect them,threat,Negative
1596,I found a hockey game to watch my alma materUniversity HockeyU Cup is still on in Halifax,,Neutral
1597,Well Halifax is taking precautions and being awesome at the same time by managing to squeeze a lobster and a donair into this public safety video HandsfreeHalifax YHZ COVID19Canada,awesome,Positive
1598,RT She got a 27 cuz she be on tour and one of the top artist in the world Yall got a 26 cuz yall smoke weed all d,top,Positive
1599,RT She got a 27 cuz she be on tour and one of the top artist in the world Yall got a 26 cuz yall smoke weed all d,top,Positive
1600,RT Is there any country other than Canada that has 100 cases and has not enacted some form of travel ban andor mass,,Neutral
1601,RT Some good news to cheer you upKorea and China are recovering Vietnam had their cases under control until British,good,Positive
1602,RT Halifax boys be like thinking about skipping night school to go riding idk gotta smoke first tho,like,Positive
1603,charalaffe This is Halifax People dont stop for illuminated crosswalks,,Neutral
1604,Halifax taxi driver charged with sex assault loses appeal of licence suspension,assault,Negative
1605,jonborelli NovaSco37275601 nspc StephenMcNeil TimHoustonNS I was there on a weekend I assume the woman who served me was an employee given the time of the week I called ahead about vape coils for the Aspire Breeze Halifax shops had none in stock she held them for me,,Neutral
1606,RT Its teachers night tonight Drop by between 79pm to explore the exhibits and prepare for a visit See you soon Halifax Museums LS,,Neutral
1607,Gorgeous bouquet by FlowersByLeigh1 Halifax Presented in a kraft Maxi Circular presentation box from floralboxcom Quality packaging for The Floral Industry exclusively available from,available,Positive
1608,clearingfog EndeavourBoschSex educationCall my agentBroadchurch Happy ValleyThe tunnelLast tango in Halifax,,Neutral
1609,Walking through halifax right now and I cant tell if its dead cause its a Thursday night which it shouldnt be or cause of the fear of covid19 but either way its weird and almost freaky wont lie,right,Positive
1610,HannahMundayHfx There are check points at Halifax airport to check as people arrive back Im hoping people will use that old thing common sense should they have been around someone with corvid19 and quartine themselves We all have family that is elderly or with a compromised immune system,,Neutral
1611,RT Ive wanted this Traffic album for quite awhile finally found a good used copy thanks Retro Revolution Records Halifax vinyl,good,Positive
1612,RT A new COVID19 assessment centre opened today in Halifax Those who have travelled out of country and who develop a fever of 38C or higher andor cough should call 811 Do not go to an assessment centre without being referred by 811,fever,Negative
1613,RT If you ever wanted to see what capitalism rewards here is an example a couple that made 100K selling Lysol wipe,,Neutral
1614,RT washingtonpost How could this happen British Columbia Province Canadas west coast has tested more peoplewith,,Neutral
1615,RT From Year 1 gt 4Its been a hell of a ride to say the leastCant put into words how much representing this,hell,Negative
1616,RT East Central University to extend spring break for students For complete details visit,break,Negative
1617,RT Our revamped education guide Residential Schools in Canada aims to raise awareness of the history of residential schools in Canada and bring to light the importance of education in the reconciliation process Download the guide for free here,reconciliation,Positive
1618,RT AIS2020 is brought to you thanks to CRIAQ CRIAQ is a nonprofit organization mission to boost the aerospace industrys competitive edge and improve its collective knowledge base through enhanced student education Sign up for ActInSpace 2020 here,boost,Positive
1619,RT Well got sent back to Canada Streams in a week nopacketlosshunter is back baby but rip education and athletics,rip,Negative
1620,Well got sent back to Canada Streams in a week nopacketlosshunter is back baby but rip education and athletics,rip,Negative
1621,Wildlife is a unit of education in Canada tho,,Neutral
1622,RT peteremcc AlbertaCanadien What is just as disturbing is most Albertans dont know how much they each subsidize the rest of Canada I have not found one AB person amp I have asked a lot who knows the amount they give to the rest of Canada The biggest challenge the separation movement has is education,disturbing,Negative
1623,RT Canada didnt block Chinese from traveling there instead invested time amp money on testing education amp disease managementTrump blocked Chinese then endlessly praised himself for containing COVID19 while ignoring need for testing education amp disease managementResults,,Neutral
1624,In Mozambique Canada is funding a project to improve education about safeabortion family planning and reproductive rightsThe US could learn something about supporting global reproductive justice from our neighborMozambique Canada SRHR,improve,Positive
1625,peteremcc AlbertaCanadien What is just as disturbing is most Albertans dont know how much they each subsidize the rest of Canada I have not found one AB person amp I have asked a lot who knows the amount they give to the rest of Canada The biggest challenge the separation movement has is education,disturbing,Negative
1626,bLUEeYEZ614 StGeoDude1 No again a single payer system would cost us LESS than what it does now And the level of care we have is the exact same as every other developed world Insulin is the exact same in canada just without a 500 markupAnd yes lets prioritize education even less,,Neutral
1627,ValMackinnon HarmerDan NDP RachelNotley You are right in so many ways We had a great leader in Rachel She was turning the economic ship created a sense of real optimism supported health care and education But you are right she is far too smart caring and forward thinking for Alberta We need her Canada too,right,Positive
1628,RT Discover how residential schools continue to affect Indigenous communities in the present day in our revamped Residential Schools in Canada History and Legacy education guide Download it for free today,free,Positive
1629,Manchuriatrump business They have hella worse health education then Canada,worse,Negative
1630,Every common sense being thrown out the dooreducation needed to calm the masses Emptying groceries shelves IT didnt help that the leader of Canada self isolated World health organization fear of pandemic CoronavirusPandemic mobmentalityCovid19 cdnpoli,calm,Positive
1631,RT Quebec Premier Francois Legault is asking all people returning from travel abroad to selfisolate for 14 days This is mandatory for public sector employees in the health and education systems The province is also banning events with more than 250 people,,Neutral
1632,Leaks about the new Google Pixel 4a CoronavirusPandemic CancelEverything CODVID19 University,,Neutral
1633,JanisThiessen alybrickey CAUTACPPU Ah no comment on the Faculty and Staff who are being expected to keep Univer,,Neutral
1634,RT My spouse pointed out when I wondered whether Zoom could handle every university class in the country that I coul,,Neutral
1635,RT This man named Mustafa ahin is a rector of Turkeys staterun Selcuk University in the province of Konya He cl,,Neutral
1636,RT Every university across the United States right now,right,Positive
1637,Yup Weve certainly got a long way to go sadly racism,sadly,Negative
1638,CIAYale University Medical School DrJerry DrCecilYale University Medical School DrMichael OlverYale Unive,,Neutral
1639,DanSummersAB fraudspotter123 jkenney Thats not even close to true Hence why there is no Federal Ministry of Education,,Neutral
1640,farmcountrylife jlewmar worldnoteurope brianlilley Sure OK if our system is so damn great why are teachers constantly complaining about it Its well established that foreign students in Canada perform above average in post secondary STEM its when you look at the Humanities that we see a real break down in education,damn,Negative
1641,RT Discover how residential schools continue to affect Indigenous communities in the present day in our revamped Residential Schools in Canada History and Legacy education guide Download it for free today,free,Positive
1642,RT martymorantz Manitoba Voters Read the 12 tweet articles facts re HarperCons ideology how they plan to Cut 50 billion from Canada economy healthcare education Vets etc Jkenney Alberta amp drug frod Ontario are leading the HarperCons ideology Keep democracy in Canada,leading,Positive
1643,free webinar on Zoom with Dr Bryan Cook on EvidenceBased Practices and Special EducationWhen Mar 16 2020 0400 PM Eastern Time US and CanadaTopic CCBD EBP Webinar with Dr Bryan Cook,free,Positive
1644,RT Canada didnt block Chinese from traveling there instead invested time amp money on testing education amp disease managementTrump blocked Chinese then endlessly praised himself for containing COVID19 while ignoring need for testing education amp disease managementResults,,Neutral
1645,How the Brotherhood amp Iran Have Infiltrated CanadaInfluencing the govt and education system Project Newsletter,,Neutral
1646,What a crazy week to be running an education company in Canada Taking a breath and getting ready for all that comes next Covid19 education,crazy,Negative
1647,RT Ive issued a ministerial order under the Education Act to close all publiclyfunded schools from March 14 2020 through to April 5 2020 said Ontario Education Minister Sflecce cdnpoli Read more,,Neutral
1648,MatchPointCAN cledgley tcote boatical RaptorsDevotee JANE79591745 sprusina LoliLondon morggo JerryOakville How about the state of tennis public education in Canada How much is tennis a part of the PhysEd cirriculum in schools Public court system in cities and small places Summer tennis programs Low cost lessons for kids and adults alike,,Neutral
1649,RT Discover how residential schools continue to affect Indigenous communities in the present day in our revamped Residential Schools in Canada History and Legacy education guide Download it for free today,free,Positive
1650,EricGrenierCBC hey eric how come in canada i cant find info about how people vote by racegendereducation level in the USA even for primaries there is all this info based on whitenon college voters and with college black latino male and female etc,,Neutral
1651,peacelvrinauh gillzer0 CitImmCanada Why so everyone should get an equal opportunity to migrate to canada We spend thousands of dollars to get an education while earning 14 dollars an hour They need highly skilled migrants not just the Families interms of Immigration,skilled,Positive
1652,RT 1 New Brunswick province plans 2stage removal of Confucius Institute fr provinces schools Education Minister Cardysaid he received at least 5 complaints from students who said certain topics in Chinese history were offlimits in Confucius programs,complaints,Negative
1653,RT Minister Cardy will be hailed rightly so as saving NB from this pandemic for his early action covid19NBCoronaVirusCanadaCOVID19nbpoli,rightly,Positive
1654,RT Coronavirus By The Numbers as reported by John Hopkins UniversityWhen you really look at the numbers you have to,,Neutral
1655,RT Attention all BGSU Students if the University cancels graduation due to the Coronavirus DJ Kelly Kell will be hosti,,Neutral
1656,I never thought I would say this but I totally agree with you How sad is that,sad,Negative
1657,RT My spouse pointed out when I wondered whether Zoom could handle every university class in the country that I coul,,Neutral
1658,RT Classes being switched to online Yeah Im gonna need my meal plan university fee dorm passes breathing fee an,,Neutral
1659,RT Following Hockey Canadas decision to cancel all Hockey Canadasanctioned activities due to concerns over COVID19,concerns,Negative
1660,1 New Brunswick province plans 2stage removal of Confucius Institute fr provinces schools Education Minister Cardysaid he received at least 5 complaints from students who said certain topics in Chinese history were offlimits in Confucius programs,complaints,Negative
1661,WexitNeeded zeevlewis MuhTaximus JessieFlagg1 jeffswarens jaketapper benshapiro I know the US education system is ranked 27th well below Canadas 3rd But do they at least teach you what communism means,well,Positive
1662,hoooryuuu my whole province is shutting down all schools from march 14th april 5th because of 1 KID im very upset that my education keeps on being interrupted im from ontario canada,upset,Negative
1663,visit our page to learn how our organization is helping skilled immigrants fully utilize their talents and education in Canada and the United States,helping,Positive
1664,AIS2020 is brought to you thanks to CRIAQ CRIAQ is a nonprofit organization mission to boost the aerospace industrys competitive edge and improve its collective knowledge base through enhanced student education Sign up for ActInSpace 2020 here,boost,Positive
1665,RT Our new education guide Residential Schools in Canada aims to raise awareness of the history of residential schools in Canada and bring to light the importance of education in the reconciliation process Download the guide here for free,reconciliation,Positive
1666,RT Our new education guide Residential Schools in Canada aims to raise awareness of the history of residential schools in Canada and bring to light the importance of education in the reconciliation process Download the guide here for free,reconciliation,Positive
1667,Zero Nothing Nada Zilch The only thing I got was a little bit of lgbt sex education in sex ed because my brave soul of a friend who is queer asked questions about it The answers were not very accurate or informed though I went to a progressive school in Canada,brave,Positive
1668,RT Precisely the reason we are realigning our curriculum with the life amp job skills that our students needNearly 9 in 10 Canadian employees say an education revolution is needed in the country to better prepare students for the modern workforceonpoli,better,Positive
1669,RT Quebec Premier Francois Legault is asking all people returning from travel abroad to selfisolate for 14 days This is mandatory for public sector employees in the health and education systems The province is also banning events with more than 250 people,,Neutral
1670,RT Hon Commissioner of Basic and Secondary Education Dr Muhd Sani Idriss alongside with the Executive chairman of SUBEB Prof Musa Alabe meet Global Affairs Canada amp Plan International to discuss areas of collaboration toward improving the quality of education in the state,improving,Positive
1671,AdventureDub factsif only americas higher education was as affordable as Canadas,affordable,Positive
1672,You can get up to 3200 in free funding for kids education EFrys Future Bright team the Canada Revenue Agency banks and Service Canada will be on site at our event this weekend on Sat March 14 to help your child get this funding Learn more at,free,Positive
1673,RT Our new education guide Residential Schools in Canada aims to raise awareness of the history of residential schools in Canada and bring to light the importance of education in the reconciliation process Download the guide here for free,reconciliation,Positive
1674,SpencerFernando What about Communist Canada where Federal Minister of Health has education of graphic designer and saying very late to Canadians that 3070 of Canadians will be infected with COVID19 Can Communist Canada be trusted,infected,Negative
1675,RT Texas AampM UniversityCommerce is transitioning to online instruction until further notice effective immediately,effective,Positive
1676,And this is what stupid people dont understand,stupid,Negative
1677,RT The University is 100 protected from COVID19 thanks to Duo TwoFactor Authorization,,Neutral
1678,RT Global stocks past 24 hoursItaly 166Brazil 147Spain 146Canada 12France 12Germany 12U,,Neutral
1679,RT From Year 1 gt 4Its been a hell of a ride to say the leastCant put into words how much representing this,hell,Negative
1680,You know where to find me for the next month Home,,Neutral
1681,RT Our new education guide Residential Schools in Canada aims to raise awareness of the history of residential schools in Canada and bring to light the importance of education in the reconciliation process Download the guide here for free,reconciliation,Positive
1682,RT Our new education guide Residential Schools in Canada aims to raise awareness of the history of residential schools in Canada and bring to light the importance of education in the reconciliation process Download the guide here for free,reconciliation,Positive
1683,JustinTrudeau cafreeland PattyHajdu CPHOCanada BillMorneau jyduclos Helping with 1 BILLION thats our money Do MORE shut down planes and match USA bans at least You can close schools temporarily My kids lives are worth more then a couple months education,worth,Positive
1684,RT OhhaiHeather phinney35 mclolcat TeachRandom teachersOn the other handDeputy Ministers 14 MPP housing 20 Committee Chair 67EQAO Board ChairPatronage appointments,,Neutral
1685,BC enjoys one of the most open trade economies worldwide w agreements like NAFTA removing barriers w the US Discover 7 reasons to bring your business to BC GlobalAccess Opportunity Workforce Education Incentives LowCost QualityofLife,enjoys,Positive
1686,RT Ive issued a ministerial order under the Education Act to close all publiclyfunded schools from March 14 2020 through to April 5 2020 said Ontario Education Minister Sflecce cdnpoli Read more,,Neutral
1687,RT Our new education guide Residential Schools in Canada aims to raise awareness of the history of residential schools in Canada and bring to light the importance of education in the reconciliation process Download the guide here for free,reconciliation,Positive
1688,Quebec does not plan to close schools Experts tell us that at this time this is not the decision to make Bullshit Shut them down now via franceinfo,,Neutral
1689,RT The top 10 countries for future skills and education 1 Finland 2 Switzerland 3 New Zealand 4 Sweden 5 Canada 6 The Netherlands 7 Germany 8 Singapore 9 France 10 UK educationedtechhigheredbusinessMBA engineering,top,Positive
1690,RT Philanthropist MargaretNMcCain MWMFF says Canada is falling behind on early years education She talks to spaikin about the power of preschool tonight on The Agenda Producers sandragionas amp ColinEllis81 childcare ece,falling,Negative
1691,RT China is a role model for the developed world who still are taking it casually There is no public education what so ever Just yesterday a family physician on the radio was telling how its just a flu and shes traveling in March break Thats how Canada is educating its public,break,Negative
1692,Canada Ontario government has ordered all public schools in the province to close for the next three weeks Education Minister Stephen Lecce issued a ministerial order to close schools between March 14 to April 5,,Neutral
1693,RT China is a role model for the developed world who still are taking it casually There is no public education what so ever Just yesterday a family physician on the radio was telling how its just a flu and shes traveling in March break Thats how Canada is educating its public,break,Negative
1694,Is Canada really an education superpower The impact of exclusions and nonresponse on results from PISA 2015 Jak,,Neutral
1695,RT Why do people give these statistics without actually reading the research Islam isnt the factor here Violence caused by war lack of education lack of researches etc are the factors UK US Canada have the highest rates of sexual abuse what religion we gon blame that on,lack,Negative
1696,Lily Guerrette 20 will be attending Boston University this Fall 2020 studying computer science Boston University,,Neutral
1697,RT am i the only one that doesnt want my university to go to online courses i didnt sign up to take online course,,Neutral
1698,RT Public Education Symposium in Ottawa this year with multiple Community Based amp National Based Organizations to discuss Substances Canada Wide,,Neutral
1699,RT With lots of places closing in precaution to COVID19 aka coronavirus some people may be eligible for employment insurance especially educationrelated fields teachers ECE EA etcStayHealthyMyFriends PlanAhead EI,,Neutral
1700,RT Ive issued a ministerial order under the Education Act to close all publiclyfunded schools from March 14 2020 through to April 5 2020 said Ontario Education Minister Sflecce cdnpoli Read more,,Neutral
1701,RT OhhaiHeather phinney35 mclolcat TeachRandom teachersOn the other handDeputy Ministers 14 MPP housing 20 Committee Chair 67EQAO Board ChairPatronage appointments,,Neutral
1702,RT Public Education Symposium in Ottawa this year with multiple Community Based amp National Based Organizations to discuss Substances Canada Wide,,Neutral
1703,With lots of places closing in precaution to COVID19 aka coronavirus some people may be eligible for employment insurance especially educationrelated fields teachers ECE EA etcStayHealthyMyFriends PlanAhead EI,,Neutral
1704,RT Our revamped education guide Residential Schools in Canada aims to raise awareness of the history of residential schools in Canada and bring to light the importance of education in the reconciliation process Download the guide for free here,reconciliation,Positive
1705,We are more than ready to provide on line pharmacy healthcare education in this time of need here at We can support those in USA Canada Europe Australia and NewZealand Our Lead Tutor is wellequipped to support your learning needs,ready,Positive
1706,PeelSchools i know this is taking precaution of the safety of students amp staff and im glad its being carefully look onbut i just dont feel that Canadas slow infection rate is right for 3 weeks of cancellation it can really mess up schools education systembut again its a safe decision,glad,Positive
1707,RT Ive issued a ministerial order under the Education Act to close all publiclyfunded schools from March 14 2020 through to April 5 2020 said Ontario Education Minister Sflecce cdnpoli Read more,,Neutral
1708,RT OhhaiHeather phinney35 mclolcat TeachRandom teachersOn the other handDeputy Ministers 14 MPP housing 20 Committee Chair 67EQAO Board ChairPatronage appointments,,Neutral
1709,RT 50M to support the Public Health Agency of Canadas COVID19 communications and public education efforts 500M to provinces and territories for critical health care system needs and to support mitigation efforts as needed,support,Positive
1710,RT Ive issued a ministerial order under the Education Act to close all publiclyfunded schools from March 14 2020 through to April 5 2020 said Ontario Education Minister Sflecce cdnpoli Read more,,Neutral
1711,RT Direction from facmedUL for COVID19no travel out of Canadaavoid nonessential travel in Canadameetings events postponed or televideoconferenceeducation activities continueno trainees in COVID19 cases except med residents as per protocolFr,,Neutral
1712,ThrowbackThursday to the CanSleepSociety and SCAW joint project of Paediatric Sleep Education Package For more information and to download the project for your community click here,,Neutral
1713,RT darknessatnoon1 TheRachelFisher Universal HealthCareForAll in Canada is not perfect but its awesome and soo,perfect,Positive
1714,RT Trump will not like this headline,like,Positive
1715,RT The University is 100 protected from COVID19 thanks to Duo TwoFactor Authorization,,Neutral
1716,RT Every university across the United States right now,right,Positive
1717,RT Some good news to cheer you upKorea and China are recovering Vietnam had their cases under control until British,good,Positive
1718,RT Ive issued a ministerial order under the Education Act to close all publiclyfunded schools from March 14 2020 through to April 5 2020 said Ontario Education Minister Sflecce cdnpoli Read more,,Neutral
1719,RT 50M to support the Public Health Agency of Canadas COVID19 communications and public education efforts 500M to provinces and territories for critical health care system needs and to support mitigation efforts as needed,support,Positive
1720,Throwback Thursday Project SIMON FRASER UNIVERSITY Location BURNABY CANADAMarket Segment EDUCATIONApplication Interior Walkable 1hr FireRated Glass FloorVideo Need a FREE Quote or More Information Send an email to infogreenliteglasscom,,Neutral
1721,RT Privatization of our health care education welfare systems need to be protected in Canada,,Neutral
1722,Ontario educationschoolclosuresCanada CoronavirusPandemicCoronaVirusCanadaCoronavirus All publicly funded schools in Ontario closing for 2 weeks due to COVID19,,Neutral
1723,RT Quebec Premier Francois Legault is asking all people returning from travel abroad to selfisolate for 14 days This is mandatory for public sector employees in the health and education systems The province is also banning events with more than 250 people,,Neutral
1724,jkenney Not totally uncharted Relying on fossil fuels has been a problem for decades Not diversifying has been a problem for decades Making stupid cuts in healthcare and education has been a problem for decades ArrogantAlberta now begging to rest of Canada PatheticRESIGN NOW,problem,Negative
1725,RT Ive issued a ministerial order under the Education Act to close all publiclyfunded schools from March 14 2020 through to April 5 2020 said Ontario Education Minister Sflecce cdnpoli Read more,,Neutral
1726,Baseline survey dissemination event where HIMD participated as organization partner to discuss key findings from the baseline survey of the project titled Advancing equality through human rights education which is supported by the government of Canadalearningandsharing SDGs,supported,Positive
1727,RT Ive issued a ministerial order under the Education Act to close all publiclyfunded schools from March 14 2020 through to April 5 2020 said Ontario Education Minister Sflecce cdnpoli Read more,,Neutral
1728,RT Ive issued a ministerial order under the Education Act to close all publiclyfunded schools from March 14 2020 through to April 5 2020 said Ontario Education Minister Sflecce cdnpoli Read more,,Neutral
1729,RT Ive issued a ministerial order under the Education Act to close all publiclyfunded schools from March 14 2020 through to April 5 2020 said Ontario Education Minister Sflecce cdnpoli Read more,,Neutral
1730,RT Our revamped education guide Residential Schools in Canada aims to raise awareness of the history of residential schools in Canada and bring to light the importance of education in the reconciliation process Download the guide for free here,reconciliation,Positive
1731,RT Ive issued a ministerial order under the Education Act to close all publiclyfunded schools from March 14 2020 through to April 5 2020 said Ontario Education Minister Sflecce cdnpoli Read more,,Neutral
1732,Ive issued a ministerial order under the Education Act to close all publiclyfunded schools from March 14 2020 through to April 5 2020 said Ontario Education Minister Sflecce cdnpoli Read more,,Neutral
1733,RT In 1665 the University of Cambridge temporarily closed due to the bubonic plague Isaac Newton had to work from ho,plague,Negative
1734,RT Rn Im really glad Im attending a university in the middle of nowhere,glad,Positive
1735,RT This is what TorSunphoto21 and I filed Jan 26 We highlighted the gamble Canada was taking by not properly scre,properly,Positive
1736,RT Until now I had no definitive Canadian photos to post But here are some Yellow Vest anons from Canada Love you,,Neutral
1737,RT Some good news to cheer you upKorea and China are recovering Vietnam had their cases under control until British,good,Positive
1738,For my netflix stuff be mindful that i have Netflix Canadawhich is kind of a piss off for some stuff Sex Education should be on your watch list theres a lot of highschoolbecoming stuff out there and this one has my heart Im also rewatching Fresh Prince of Belair lol,,Neutral
1739,RT RedWave84542681 GretaGroots HillaryClinton MollieKatzen realDonaldTrump I was educated in Canada And you are absolutely correct America has a huge education problem We are very aware its a real pandemic your President and his followers think its a hoax Lack of education and ignorance at its finest,educated,Positive
1740,RT Our new education guide Residential Schools in Canada aims to raise awareness of the history of residential schools in Canada and bring to light the importance of education in the reconciliation process Download the guide here for free,reconciliation,Positive
1741,RT Direction from facmedUL for COVID19no travel out of Canadaavoid nonessential travel in Canadameetings events postponed or televideoconferenceeducation activities continueno trainees in COVID19 cases except med residents as per protocolFr,,Neutral
1742,RT Direction from facmedUL for COVID19no travel out of Canadaavoid nonessential travel in Canadameetings events postponed or televideoconferenceeducation activities continueno trainees in COVID19 cases except med residents as per protocolFr,,Neutral
1743,RT Quebec Premier Francois Legault is asking all people returning from travel abroad to selfisolate for 14 days This is mandatory for public sector employees in the health and education systems The province is also banning events with more than 250 people,,Neutral
1744,RT Direction from facmedUL for COVID19no travel out of Canadaavoid nonessential travel in Canadameetings events postponed or televideoconferenceeducation activities continueno trainees in COVID19 cases except med residents as per protocolFr,,Neutral
1745,RT Direction from facmedUL for COVID19no travel out of Canadaavoid nonessential travel in Canadameetings events postponed or televideoconferenceeducation activities continueno trainees in COVID19 cases except med residents as per protocolFr,,Neutral
1746,RT Based on guidance from Dr David Williams Ontarios Chief Medical Officer of Health and the experts at the COVID19 Command Table the Ministry of Education has directed all publicly funded schools in Ontario to close for 2 weeks following March break,guidance,Positive
1747,Word just came in ALL schools in Ontario Canada are shut down for two weeks after the week of March Break which is next week So in total kids will be out of school for three weeksCoronavirusPandemic Covid19 Education,,Neutral
1748,The Consulate of Mexico in Calgary in partnership with Scotiabank presents Financial Education on Budgeting Semana de Educacin Financiera SEF 2020Please confirm your attendance before March 16th 2020 yyc canada news,,Neutral
1749,RT minibubbly AndrewScheer Imagine what shape Canada would be in if every province solely focused on one industry only And made no provisions for the future But to blame everyone else for the global price of the product One industry one education amp one religion for all Pretty short sighted,blame,Negative
1750,RT Direction from facmedUL for COVID19no travel out of Canadaavoid nonessential travel in Canadameetings events postponed or televideoconferenceeducation activities continueno trainees in COVID19 cases except med residents as per protocolFr,,Neutral
1751,Here we go Ontario Schools out for the next 3 weekseducation schoolclosuresOntario to close all public schools for two weeks after March break via globeandmail,break,Negative
1752,Direction from facmedUL for COVID19no travel out of Canadaavoid nonessential travel in Canadameetings events postponed or televideoconferenceeducation activities continueno trainees in COVID19 cases except med residents as per protocolFr,,Neutral
1753,RT She got a 27 cuz she be on tour and one of the top artist in the world Yall got a 26 cuz yall smoke weed all d,top,Positive
1754,RT STATEMENT In response to the ongoing coronavirus COVID19 pandemic Hockey Canada has cancelled all sanctioned,,Neutral
1755,RT In response to COVID19 The University of Texas at Austin will be having graduation online via club penguin,,Neutral
1756,RT Quebec Premier Francois Legault is asking all people returning from travel abroad to selfisolate for 14 days This is mandatory for public sector employees in the health and education systems The province is also banning events with more than 250 people,,Neutral
1757,DrJenGunter Not to mention the qualify of health care in Canada is higher than in the US and taxes also go to pay for our education system which is also better than in the US,qualify,Positive
1758,shoe0nhead Im 32 and I saw these o wait education is actually funded in Canada,,Neutral
1759,RT fordnation Unfortunately the lack of action from the PM Trudeau is now going to affect our kids continuing education Doug I agree with the action you are taking just unfortunate we have a weak PMTrudeauIsNotFitForOffice,lack,Negative
1760,jimfannon AOC I thought the education system in Canada was better Shame,better,Positive
